Address,Employment_Status,Rent_vs_Own,Household_Size,Average_Age_of_Residents,Median_Household_Income
34 Grand Arcade,Full-Time,Own,5,56,53102.3061
156 Chapel Walk,Part-Time,Rent,2,26,31984.81609
194 Exam Square,Unemployed,Rent,1,57,8728.795216
32 Albert Walk,Part-Time,Rent,1,42,35226.88281
26 Professor’s Close,Unemployed,Rent,2,40,8422.450237
190 Varsity Place,Unemployed,Rent,2,49,8896.204821
168 Study Mews,Unemployed,Rent,6,50,8096.728849
147 Town Gate,Full-Time,Rent,6,29,47380.67753
148 Parliament Street,Full-Time,Own,6,40,46149.19557
122 Abbey Lane,Full-Time,Rent,6,40,56842.58002
14 Willow Heights,Part-Time,Own,4,35,32002.39985
171 Blossom Rise,Full-Time,Own,5,32,55859.76736
27 Lecture Hall Lane,Full-Time,Rent,6,27,42974.1274
53 Juniper Walk,Full-Time,Own,1,40,51418.60185
34 Scholar’s Walk,Retired,Rent,1,31,24897.97597
88 Ivy Boulevard,Full-Time,Own,1,52,48528.42837
123 Old Forge Lane,Full-Time,Own,2,26,59865.77718
29 Professor’s Close,Full-Time,Own,1,59,48930.921
26 Dahlia Court,Full-Time,Rent,1,55,42137.73305
138 Heritage Close,Retired,Own,2,35,20331.39917
9 Cobbler’s Alley,Retired,Own,1,35,27980.15228
98 Alumni Grove,Full-Time,Own,4,25,40193.05106
122 Union Street,Part-Time,Own,6,54,35015.34687
6 Freshers Row,Unemployed,Rent,6,54,8834.097512
147 Mill Street,Full-Time,Own,1,57,57630.64767
143 Castle Lane,Full-Time,Own,1,36,55884.10009
57 Professor’s Close,Part-Time,Own,4,34,26523.01209
182 Blossom Rise,Part-Time,Own,2,57,27854.10911
180 Chapel Walk,Full-Time,Rent,1,55,44170.10606
114 Victoria Parade,Retired,Own,2,55,22144.24541
135 Town Gate,Part-Time,Own,2,29,34484.5075
93 Graduation Way,Unemployed,Rent,2,45,8058.416708
87 The Old Yard,Full-Time,Own,6,42,54796.40506
84 Ivy Boulevard,Full-Time,Rent,4,42,56050.27902
69 Crown Street,Full-Time,Own,2,28,47411.06152
61 Alumni Grove,Retired,Rent,1,44,27059.64655
29 Castle View,Full-Time,Rent,2,44,58101.49377
45 Sycamore Way,Part-Time,Rent,1,52,30521.01536
133 The Green,Full-Time,Rent,1,37,53064.75496
129 Blossom Rise,Full-Time,Own,3,59,54006.87234
134 Parliament Street,Full-Time,Own,1,42,59232.87114
24 Exam Square,Full-Time,Own,3,57,48398.83196
62 Heritage Close,Full-Time,Rent,1,33,51184.28596
162 Exam Square,Full-Time,Own,2,50,49343.07173
137 Crown Street,Full-Time,Rent,6,25,46313.88225
89 Sycamore Way,Full-Time,Own,3,49,58861.91059
59 High Street,Part-Time,Rent,3,48,29873.40611
173 Market Lane,Full-Time,Rent,3,54,58614.92639
72 Research Boulevard,Full-Time,Own,2,36,59820.67297
48 Bridge Street,Part-Time,Rent,5,39,34286.63454
45 Cobbler’s Alley,Full-Time,Own,2,44,43303.65633
128 Ivy Boulevard,Retired,Rent,2,51,20384.13897
117 Station Road,Full-Time,Rent,5,53,50828.50423
97 Cobbler’s Alley,Retired,Rent,1,26,25381.52608
127 Chestnut Mews,Full-Time,Own,1,39,52096.66477
42 Study Mews,Full-Time,Own,2,59,41140.07556
111 Rosehip Road,Part-Time,Rent,5,34,27474.57966
59 Alumni Grove,Full-Time,Rent,4,50,49942.26964
105 Ivy Boulevard,Part-Time,Own,1,58,30172.22168
101 Bridge Street,Full-Time,Rent,3,32,58931.56862
75 Union Street,Full-Time,Own,2,25,59310.15926
171 Dean’s View,Unemployed,Rent,6,39,11558.34989
62 Dean’s View,Full-Time,Rent,1,28,45006.62467
160 Queen Avenue,Full-Time,Rent,5,27,52818.59288
66 High Street,Full-Time,Rent,3,26,45482.12009
128 Sycamore Way,Part-Time,Own,5,43,35407.73732
158 Blossom Rise,Full-Time,Rent,1,43,50122.1212
65 Union Street,Full-Time,Own,1,43,56567.29149
28 Merchant Street,Full-Time,Own,1,44,47860.09299
16 Varsity Place,Retired,Own,1,26,23814.70812
169 Research Boulevard,Unemployed,Rent,4,49,8134.810187
122 Maple Drive,Full-Time,Own,1,46,49189.64324
113 Campus Avenue,Full-Time,Own,3,58,52872.46622
110 Research Boulevard,Unemployed,Rent,5,46,8519.46019
145 Lab Street,Full-Time,Rent,2,36,43696.93463
8 Bell Tower Street,Full-Time,Rent,2,36,59432.71551
188 Chapel Walk,Full-Time,Own,5,55,54631.98575
60 King Street,Full-Time,Rent,5,56,58170.83295
80 Chestnut Mews,Full-Time,Rent,1,38,49522.97877
112 Dean’s View,Part-Time,Own,5,50,26150.0916
76 Scholar’s Walk,Part-Time,Own,3,52,25996.4724
164 Sycamore Way,Full-Time,Rent,2,25,50832.98039
163 Church Road,Part-Time,Rent,3,34,32584.66337
83 Magnolia Row,Full-Time,Own,6,47,58317.77657
75 Bridge Street,Full-Time,Rent,3,59,48143.23245
194 Pillory Hill,Part-Time,Rent,1,39,27905.82374
40 Faculty Court,Unemployed,Rent,6,32,11739.84692
106 Primrose Avenue,Part-Time,Rent,5,26,29443.34735
108 Faculty Court,Unemployed,Rent,6,44,10082.01415
123 Rosehip Road,Full-Time,Own,2,53,48984.69196
129 Mill Street,Full-Time,Rent,2,26,55364.7569
44 College Road,Part-Time,Rent,2,39,24854.03942
175 Seminar Terrace,Full-Time,Own,3,28,56727.97935
127 Campus Avenue,Unemployed,Rent,6,37,9567.730943
28 Abbey Lane,Full-Time,Rent,2,52,59318.2713
148 Horizon Close,Part-Time,Own,2,45,27605.72072
176 Magnolia Row,Part-Time,Own,3,39,29643.50346
17 Varsity Place,Unemployed,Rent,1,57,9689.579152
188 Scholar’s Walk,Unemployed,Rent,3,36,11205.69914
197 Varsity Place,Full-Time,Rent,3,54,53431.35372
162 Abbey Lane,Full-Time,Own,6,28,52937.1621
129 Research Boulevard,Unemployed,Rent,1,35,10857.29923
146 Mill Street,Full-Time,Own,4,51,59181.47177
150 Juniper Walk,Full-Time,Own,6,42,49559.12078
160 Aspen Gardens,Full-Time,Own,4,38,53033.70568
43 Mill Street,Part-Time,Own,5,39,32206.74746
49 Market Cross Road,Full-Time,Own,5,58,57141.59563
47 Library Lane,Unemployed,Rent,3,47,9152.852733
192 Bluebell View,Full-Time,Own,5,59,56126.70412
4 Mill Street,Full-Time,Own,4,29,49985.14871
158 Ivy Boulevard,Full-Time,Own,5,25,40323.20455
54 Cobbler’s Alley,Part-Time,Rent,4,50,25836.89287
45 Lavender Park,Retired,Rent,1,34,28393.61208
131 Friar’s Court,Full-Time,Own,5,39,45365.67136
89 Maple Drive,Full-Time,Own,5,56,45939.92601
13 Clock Tower Road,Full-Time,Own,1,48,54703.08412
72 Library Lane,Part-Time,Own,1,40,32230.9198
18 Merchant Street,Retired,Rent,2,34,24503.27548
163 Seminar Terrace,Full-Time,Rent,3,58,54601.29166
16 Butcher’s Row,Full-Time,Own,5,29,43660.4508
61 Cathedral Row,Full-Time,Own,5,42,45536.02028
65 Professor’s Close,Full-Time,Rent,4,32,41284.11159
71 Birch Grove,Retired,Own,1,55,26615.26936
65 Lab Street,Unemployed,Rent,4,42,8221.736556
142 Manor Row,Full-Time,Own,3,37,54854.44035
156 Cedar Crescent,Retired,Rent,2,35,25328.05112
65 Ivy Boulevard,Full-Time,Own,5,27,48775.41361
162 Library Lane,Full-Time,Rent,1,40,51936.47444
108 Sycamore Way,Part-Time,Rent,4,32,31434.67027
104 Manor Row,Retired,Own,1,41,25844.39481
141 Horizon Close,Full-Time,Own,4,37,54264.79115
93 Varsity Place,Unemployed,Rent,2,59,10544.26874
173 Abbey Lane,Retired,Rent,1,32,24830.82276
187 Cedar Crescent,Full-Time,Own,5,43,56590.74649
6 Stable Mews,Full-Time,Own,1,39,59473.43153
168 Research Boulevard,Unemployed,Rent,2,25,10848.3988
141 Lab Street,Part-Time,Own,5,37,30101.3915
190 George Square,Full-Time,Own,3,43,48017.63707
184 Juniper Walk,Full-Time,Own,4,26,57216.15251
196 Cobbler’s Alley,Full-Time,Rent,5,46,43893.38043
37 Dahlia Court,Part-Time,Rent,4,32,32283.58517
2 Research Boulevard,Unemployed,Rent,3,49,8548.90578
97 The Old Yard,Full-Time,Own,6,50,55332.3145
197 Chestnut Mews,Full-Time,Own,6,36,44692.93154
16 Ivy Boulevard,Full-Time,Own,3,27,52140.3239
27 Research Boulevard,Unemployed,Rent,4,45,8557.28805
11 Market Cross Road,Part-Time,Rent,4,29,24007.19408
66 Seminar Terrace,Part-Time,Rent,4,36,32897.24679
35 King Street,Full-Time,Own,3,51,57504.31841
65 Prince’s Gate,Full-Time,Rent,3,25,55990.59961
153 Study Mews,Unemployed,Rent,3,27,8531.428705
181 Grand Arcade,Part-Time,Rent,5,34,26816.16901
189 Seminar Terrace,Unemployed,Rent,4,37,11297.7002
143 Queen Avenue,Full-Time,Rent,5,43,40336.20677
82 Cross Keys Way,Full-Time,Rent,2,55,50568.46951
156 Lecture Hall Lane,Full-Time,Own,3,37,56715.57108
8 Butcher’s Row,Full-Time,Rent,6,54,43904.44757
152 Chancellor Road,Full-Time,Own,5,38,42882.06511
104 College Road,Full-Time,Rent,3,56,43634.24116
156 Friar’s Court,Part-Time,Rent,1,38,33067.41341
3 Bluebell View,Part-Time,Own,4,52,35582.51693
116 Friar’s Court,Full-Time,Rent,3,44,44221.98245
110 Study Mews,Retired,Own,1,49,21086.3165
105 Butcher’s Row,Part-Time,Rent,4,35,27249.9571
148 Mill Street,Full-Time,Own,5,51,42217.17273
112 Study Mews,Retired,Own,2,53,20050.90168
59 Queen Avenue,Full-Time,Rent,2,29,48996.09098
83 Freshers Row,Full-Time,Own,3,47,55027.62931
153 Graduation Way,Unemployed,Rent,4,41,9244.566741
43 College Road,Full-Time,Own,6,27,46620.30274
109 Graduation Way,Part-Time,Own,6,29,26734.19064
26 Faculty Court,Unemployed,Rent,2,32,8526.596222
194 Blossom Rise,Full-Time,Rent,4,57,41335.46057
64 Cross Keys Way,Full-Time,Rent,5,38,51404.46023
55 Mill Street,Full-Time,Own,6,55,55281.51633
105 Castle Lane,Full-Time,Rent,3,32,50073.41274
182 Professor’s Close,Full-Time,Rent,3,25,56884.85014
188 Sycamore Way,Full-Time,Rent,2,29,49235.06547
185 Union Street,Unemployed,Rent,6,29,8284.894572
100 Oak Lane,Part-Time,Rent,6,58,31248.45693
116 Bluebell View,Full-Time,Own,1,25,54301.98399
57 Varsity Place,Retired,Rent,1,34,21234.14804
74 Study Mews,Unemployed,Rent,2,38,10094.27017
119 Research Boulevard,Full-Time,Rent,4,32,45943.89355
67 College Road,Unemployed,Rent,1,49,11850.16469
103 Rosehip Road,Part-Time,Rent,3,53,26542.44619
154 Cedar Crescent,Part-Time,Own,2,45,32191.48254
161 The Old Yard,Full-Time,Own,2,55,46172.18203
61 High Street,Full-Time,Rent,3,48,48326.99822
195 Lecture Hall Lane,Full-Time,Own,1,45,56541.18288
123 Mill Street,Full-Time,Own,5,27,59943.59906
93 Dean’s View,Full-Time,Rent,2,56,42420.44133
31 Blossom Rise,Full-Time,Own,6,30,49190.08866
138 Market Cross Road,Full-Time,Own,4,31,52405.36006
86 Lab Street,Unemployed,Rent,2,39,9571.368094
42 Varsity Place,Part-Time,Rent,6,58,25582.10101
185 Bluebell View,Full-Time,Rent,6,36,40477.51089
84 Willow Heights,Retired,Own,1,42,20313.02365
65 High Street,Retired,Own,1,49,24975.06305
170 Parliament Street,Full-Time,Rent,1,26,48222.2523
115 Faculty Court,Part-Time,Rent,3,45,35751.34124
149 Exam Square,Unemployed,Rent,3,47,11648.27482
53 Union Street,Full-Time,Rent,1,57,52224.7484
130 Market Cross Road,Full-Time,Own,3,51,49493.02877
139 Station Road,Full-Time,Rent,6,53,51465.92747
109 Cobbler’s Alley,Full-Time,Own,3,41,49287.96993
97 Cedar Crescent,Retired,Rent,1,32,23467.04485
156 Lab Street,Unemployed,Rent,1,45,10441.48082
76 Bluebell View,Full-Time,Rent,2,47,58607.19921
25 Freshers Row,Unemployed,Rent,6,42,10583.95033
127 Magnolia Row,Full-Time,Own,5,32,43548.68661
151 Ivy Boulevard,Full-Time,Own,2,48,49517.54438
123 Graduation Way,Full-Time,Rent,2,33,43451.49305
195 Parliament Street,Full-Time,Rent,3,53,42388.71012
139 Alumni Grove,Full-Time,Own,4,35,46593.1209
103 Faculty Court,Full-Time,Own,5,28,58706.55391
81 Professor’s Close,Unemployed,Rent,3,48,8223.470781
159 George Square,Full-Time,Own,2,26,59282.78555
149 Bluebell View,Part-Time,Own,5,36,34089.65349
60 Varsity Place,Unemployed,Rent,1,36,9045.101736
91 Clock Tower Road,Full-Time,Own,6,50,41851.48114
91 Birch Grove,Part-Time,Rent,2,43,30803.97819
8 Merchant Street,Full-Time,Rent,1,50,44925.19631
127 Lecture Hall Lane,Full-Time,Rent,1,48,45011.001
187 Scholar’s Walk,Full-Time,Rent,5,49,51479.19379
105 Oak Lane,Part-Time,Rent,3,40,29491.94042
63 Lavender Park,Full-Time,Own,4,25,50138.27252
168 Cedar Crescent,Full-Time,Rent,4,56,46381.80084
144 Dean’s View,Part-Time,Own,2,48,27890.69426
65 Dahlia Court,Retired,Own,1,58,29994.18681
197 High Street,Full-Time,Own,1,44,47864.28289
116 Union Street,Part-Time,Own,2,47,26675.64984
189 Old Forge Lane,Retired,Own,2,52,27044.68018
67 Market Cross Road,Full-Time,Own,6,42,55675.39905
185 Juniper Walk,Full-Time,Own,4,56,44704.5245
4 Cross Keys Way,Full-Time,Own,6,52,42186.67587
101 Varsity Place,Unemployed,Rent,4,50,9176.189809
133 Campus Avenue,Full-Time,Rent,1,51,50505.14304
169 Albert Walk,Full-Time,Own,6,51,47615.70771
75 Parliament Street,Part-Time,Own,2,41,25854.96557
64 Lab Street,Unemployed,Rent,6,39,8098.308021
126 Castle View,Full-Time,Own,2,37,50113.91785
88 Chancellor Road,Part-Time,Own,4,46,34446.96362
129 Merchant Street,Retired,Rent,1,59,25954.37112
194 Graduation Way,Unemployed,Rent,3,47,11474.31595
121 Varsity Place,Part-Time,Rent,5,25,33194.05382
12 George Square,Retired,Own,1,32,23431.53868
48 Lecture Hall Lane,Unemployed,Rent,4,29,9652.729163
8 Academic Crescent,Part-Time,Own,4,59,34348.13485
3 Queen Avenue,Retired,Own,1,38,27053.98505
147 Alumni Grove,Unemployed,Rent,4,26,10237.60821
114 Pillory Hill,Full-Time,Own,4,27,58947.424
167 Faculty Court,Full-Time,Own,6,43,40933.35434
70 Abbey Lane,Full-Time,Own,4,34,57137.21434
34 Primrose Avenue,Full-Time,Own,6,26,46373.30697
150 Silverleaf Way,Part-Time,Rent,1,38,31789.32979
11 Magnolia Row,Part-Time,Rent,6,43,34980.37634
188 Campus Avenue,Unemployed,Rent,4,31,9416.17871
71 Aspen Gardens,Retired,Rent,1,27,24950.95611
88 Magnolia Row,Full-Time,Rent,2,25,46452.90296
32 Study Mews,Full-Time,Own,3,47,54084.92729
172 Castle Lane,Part-Time,Own,5,37,25565.14622
51 Chancellor Road,Full-Time,Own,6,34,55059.81824
97 Market Cross Road,Part-Time,Rent,1,59,33368.19114
161 Alumni Grove,Full-Time,Rent,5,55,41320.51193
164 Bridge Street,Part-Time,Own,4,57,28796.84534
25 Lavender Park,Full-Time,Own,3,48,53936.22072
155 Graduation Way,Full-Time,Rent,2,37,41886.64113
75 Birch Grove,Full-Time,Own,2,58,55868.35923
27 Stable Mews,Part-Time,Rent,1,43,31709.88153
2 Victoria Parade,Full-Time,Own,3,44,49262.95014
115 Willow Heights,Full-Time,Own,6,27,41898.39462
174 Primrose Avenue,Full-Time,Rent,1,43,41426.86934
15 Study Mews,Unemployed,Rent,2,55,8980.849526
49 Cedar Crescent,Retired,Own,1,43,27902.49215
146 Faculty Court,Full-Time,Own,1,51,57800.26559
6 George Square,Part-Time,Rent,3,35,26972.42639
39 College Crescent,Full-Time,Own,6,35,46088.4664
98 Silverleaf Way,Part-Time,Own,1,41,26041.96431
6 Victoria Parade,Full-Time,Own,6,58,53717.41362
35 Maple Drive,Part-Time,Own,2,33,24332.36708
47 Butcher’s Row,Full-Time,Own,1,47,58617.41654
15 Abbey Lane,Full-Time,Own,6,37,55408.65755
37 Exchange Place,Retired,Own,2,58,29645.72768
115 Dahlia Court,Full-Time,Own,1,41,42937.45596
29 Exam Square,Full-Time,Rent,5,39,42486.87033
20 Study Mews,Part-Time,Own,6,55,27310.1366
116 Graduation Way,Unemployed,Rent,5,27,10358.30459
111 Old Forge Lane,Part-Time,Rent,2,59,24016.17654
55 Union Street,Full-Time,Own,4,29,52118.55762
138 Scholar’s Walk,Unemployed,Rent,3,50,10307.63323
76 College Crescent,Part-Time,Own,4,50,24550.65587
115 The Old Yard,Full-Time,Own,1,48,50460.9885
102 Dahlia Court,Part-Time,Rent,2,30,34012.94577
154 Chestnut Mews,Part-Time,Own,5,31,27593.46191
34 Cedar Crescent,Part-Time,Own,3,52,33817.76083
88 Friar’s Court,Part-Time,Own,2,38,29308.53202
58 Alumni Grove,Unemployed,Rent,2,45,11368.0852
84 Varsity Place,Unemployed,Rent,2,35,9883.904894
144 Exam Square,Part-Time,Rent,1,36,34809.87073
130 Professor’s Close,Full-Time,Rent,5,58,58276.86951
192 Bell Tower Street,Part-Time,Own,6,59,24077.62171
130 Exam Square,Retired,Own,1,31,23857.85761
4 Lecture Hall Lane,Full-Time,Own,3,47,57746.51388
115 Chapel Walk,Part-Time,Rent,6,25,24167.32016
152 Faculty Court,Unemployed,Rent,6,44,8408.332125
60 Poppy Crescent,Part-Time,Rent,6,56,29171.23561
27 Market Cross Road,Retired,Own,2,58,29803.48618
7 Faculty Court,Full-Time,Own,4,44,58547.47932
198 Aspen Gardens,Full-Time,Own,5,38,51701.23062
144 Oak Lane,Full-Time,Rent,4,29,45051.99908
189 Sycamore Way,Retired,Own,1,48,26417.37917
105 Chapel Walk,Full-Time,Rent,2,45,46457.52675
43 Juniper Walk,Retired,Own,1,36,26534.08693
155 Grand Arcade,Full-Time,Own,2,26,43387.95681
187 Chancellor Road,Full-Time,Own,5,34,52036.00267
160 Chapel Walk,Full-Time,Rent,6,37,53832.83986
178 Bell Tower Street,Part-Time,Own,2,55,32574.03652
123 Oak Lane,Full-Time,Rent,1,48,59541.75415
91 Academic Crescent,Full-Time,Own,6,50,40525.19216
169 Silverleaf Way,Full-Time,Own,2,57,41547.27783
139 Primrose Avenue,Retired,Rent,2,48,26051.44406
103 Stable Mews,Retired,Rent,2,25,24825.32586
7 Castle Lane,Full-Time,Rent,5,33,52578.48841
196 Dean’s View,Part-Time,Own,2,55,32324.18782
17 Faculty Court,Part-Time,Own,1,48,24412.42876
122 Study Mews,Part-Time,Own,2,50,29789.79822
37 Graduation Way,Full-Time,Own,1,46,49940.84616
182 George Square,Full-Time,Rent,4,57,52424.76615
108 Library Lane,Unemployed,Rent,1,56,9433.718068
12 Clock Tower Road,Full-Time,Own,4,57,41361.00635
9 Dahlia Court,Full-Time,Own,2,33,46456.4877
32 Butcher’s Row,Full-Time,Own,1,39,44355.3414
82 Dean’s View,Unemployed,Rent,5,46,11145.32203
107 Professor’s Close,Unemployed,Rent,6,40,11518.75001
140 College Road,Full-Time,Rent,1,59,43475.31158
195 Campus Avenue,Unemployed,Rent,1,49,10437.14522
180 Albert Walk,Full-Time,Own,6,59,44019.02016
157 Church Road,Part-Time,Own,1,49,33983.79493
38 Scholar’s Walk,Full-Time,Rent,3,34,55434.33285
120 Queen Avenue,Full-Time,Own,5,40,51637.45694
95 Varsity Place,Unemployed,Rent,1,42,9269.499207
62 Butcher’s Row,Part-Time,Own,1,53,35797.04579
2 The Green,Full-Time,Own,2,41,52928.45012
43 Chapel Walk,Full-Time,Rent,6,28,54774.93233
194 Manor Row,Retired,Rent,1,28,28804.59601
3 The Green,Full-Time,Own,6,39,56474.60836
99 Ivy Boulevard,Part-Time,Own,5,28,33850.70338
129 Church Road,Full-Time,Own,1,37,45081.6716
9 Castle View,Full-Time,Own,1,30,46318.56913
57 Chancellor Road,Unemployed,Rent,1,29,9570.153786
150 Cobbler’s Alley,Retired,Own,1,57,29167.66574
83 Bridge Street,Full-Time,Own,3,30,41144.68991
116 Butcher’s Row,Full-Time,Rent,5,58,45183.25238
84 Academic Crescent,Unemployed,Rent,4,29,9771.508905
110 The Old Yard,Full-Time,Own,1,37,54302.27627
188 Dean’s View,Part-Time,Own,6,52,25945.9964
90 Market Lane,Full-Time,Rent,5,31,50149.76554
58 Clock Tower Road,Full-Time,Rent,4,33,46701.76224
44 Old Forge Lane,Full-Time,Own,3,50,44326.41654
63 Abbey Lane,Part-Time,Rent,4,57,24738.7558
98 Bell Tower Street,Full-Time,Own,2,47,56440.92919
8 Castle View,Part-Time,Own,1,50,32214.92782
151 Faculty Court,Full-Time,Own,4,35,45618.51742
37 Research Boulevard,Unemployed,Rent,6,37,9556.71285
82 Parliament Street,Retired,Rent,1,51,25480.92662
35 Stable Mews,Retired,Rent,1,26,23212.32793
123 Varsity Place,Part-Time,Rent,1,40,26248.01281
160 Varsity Place,Full-Time,Own,2,53,44213.20663
63 Union Street,Full-Time,Rent,6,44,57013.36099
98 Prince’s Gate,Part-Time,Own,2,56,29815.99012
71 Juniper Walk,Part-Time,Rent,4,47,29658.00681
86 College Road,Full-Time,Own,1,33,47752.05395
198 Albert Walk,Retired,Own,2,56,27226.95988
59 Professor’s Close,Full-Time,Rent,2,28,56592.91247
96 Union Street,Part-Time,Own,5,34,32646.78439
183 School House Lane,Full-Time,Own,4,28,49692.89315
170 The Green,Part-Time,Own,5,35,26406.07801
44 Manor Row,Full-Time,Rent,1,26,50836.59817
194 Stable Mews,Full-Time,Own,2,52,54526.60441
142 College Road,Retired,Own,2,36,24132.66968
177 Cedar Crescent,Retired,Own,2,45,29908.32743
77 Bluebell View,Full-Time,Own,4,58,58701.59478
144 Dahlia Court,Full-Time,Rent,1,58,58653.64159
188 Lab Street,Full-Time,Rent,6,27,51871.44925
161 Bluebell View,Full-Time,Rent,6,30,51055.52881
3 Academic Crescent,Part-Time,Own,1,25,30405.98289
174 Prince’s Gate,Full-Time,Rent,6,36,49386.04758
26 Juniper Walk,Full-Time,Own,6,25,43221.20934
33 Campus Avenue,Full-Time,Own,3,44,57535.78145
39 Professor’s Close,Unemployed,Rent,6,27,11270.71934
113 School House Lane,Full-Time,Rent,4,44,54856.28346
129 George Square,Full-Time,Rent,1,32,53798.17717
167 High Street,Part-Time,Own,2,35,29597.83056
110 Silverleaf Way,Retired,Rent,2,25,29955.58661
176 Heritage Close,Part-Time,Rent,4,54,29289.69319
130 Pillory Hill,Full-Time,Rent,5,38,45252.95851
66 Professor’s Close,Unemployed,Rent,2,44,9334.261795
171 Castle Lane,Retired,Rent,1,54,27151.88447
120 Research Boulevard,Unemployed,Rent,3,36,9204.500201
195 Poppy Crescent,Full-Time,Own,4,36,53372.61918
130 Cathedral Row,Part-Time,Rent,6,26,32528.95676
34 Exam Square,Unemployed,Rent,5,47,11619.5269
51 Birch Grove,Part-Time,Own,1,35,29517.00722
21 Chestnut Mews,Full-Time,Own,1,37,49792.82423
110 Bell Tower Street,Full-Time,Own,3,42,41379.0713
189 Bell Tower Street,Part-Time,Rent,3,43,26106.37615
16 Mill Street,Full-Time,Rent,2,51,45049.78253
16 Graduation Way,Full-Time,Rent,2,35,58642.57188
183 Study Mews,Unemployed,Rent,4,54,10563.60215
191 Old Forge Lane,Full-Time,Own,3,25,58044.24583
181 Castle View,Part-Time,Own,4,37,27746.7832
